Щенок;Если Вам приснилось, что Вы завели в доме щенка, то в реальной жизни Вы столкнетесь с необходимостью решать массу неотложных проблем, которые будут не только отнимать Ваше время, но и мешать основной работе. Для молодой женщины сон, в котором она играет со щенком, означает, что в глубине души она мечтает о продолжении рода. Если при этом она не одна, то она даже знает, кого хотела бы видеть отцом ребенка. 
Щель;Если во сне Вы видите, как в щель проскользнула мышь, то наяву Вы рискуете упустить уникальный шанс. Если Вам приснилось, что в деревянном доме огромные щели, из-за которых дом продувается насквозь, то в реальной жизни Вас ожидают серьезные неприятности и потери. Для молодой женщины сон, в котором она затыкает щели в оконной раме, предупреждает ее о том, что ее муж будет человеком достойным, но не богатым. 
Щеколда;Если во сне Вы видите щеколду, то в реальной жизни кому-то срочно понадобится Ваша помощь, которую Вы откажетесь оказать. Если Вам приснилась сломанная щеколда, то Вам следует быть готовым к непониманию, которое возникнет с близким другом. Также подобный сон может предупреждать о возможной болезни. 
Щекотка;Если Вам приснилось, что Вас щекочут, то наяву Вам следует опасаться болезни и излишних волнений. Если же Вам приснилось, что Вы щекочете других, то из-за слабого здоровья и недальновидности Вы лишитесь многих удовольствий. Сон, в котором Вы смеетесь от щекотки, свидетельствует о том, что Вы скучаете и тоскуете по близким отношениям с любимым человеком. Если кто-то пытается Вас пощекотать, а Вы ругаете его, значит, Ваши поступки диктуются не логикой, а настроением, которое сейчас очень переменчиво. Если во сне Вы играете с ребенком и щекочете его, то Вам предстоит разлука с близкими людьми. 
Щека;Если во сне Вы держите за щекой карамельку, то в реальной жизни Вы переживаете относительно состояния Вашего здоровья. Однако Вам следовало бы не переживать, а в точности выполнять рекомендации врача, тогда бы от недуга не осталось и следа. Если Вам приснилось, что Ваша щека распухла из-за флюса, то наяву Вы слишком много внимания уделяете одной проблеме, абсолютно забывая, что подобная однобокость может сказаться весьма плачевно на ходе Ваших дел. Сон, в котором Вы видите, как кто-то надувает щеки, означает, что Ваши недруги распускают о Вас коварные сплетни. 
Щебенка;Если во сне Вы видите засыпанную щебенкой дорогу, то Вам предстоит кратковременная, но неприятная поездка. Видеть, как щебенку высыпают из грузовика, означает, что Вы попытаетесь пойти по пути наименьшего сопротивления, упустив тем самым свою выгоду. Если Вам приходится лопатой перекидывать щебенку, то жизнь поставит перед Вами трудную задачу, которую Вы с честью разрешите. 
Сонник на букву «Ч»;
Щавель;Для женщины сон, в котором она готовит пирожки со щавелем, означает, что у нее врожденные склонности к ведению домашнего хозяйства. Однако, не исключено, что судьба не предоставила ей случая проявить свои таланты. Если во сне Вы видите дикорастущие кустики щавеля, то Вы можете рассчитывать на успех Вашего предприятия. 
Чума;Если во сне Вы болеете чумой, то наяву Вам не стоит опасаться возможных трудностей. Если Вам приснилось, что Вы стремитесь избежать заражения чумой, то в реальной жизни беда, которой Вы никогда не опасались, обрушится на Вашу голову. 
Сонник на букву «Ц»;
Чудовище;Если Вам приснилось, что Вас преследует чудовище, то в ближайшем будущем Вас ожидают неудачи. Если же во сне Вы убиваете чудовище, то наяву Вы успешно справитесь с врагами и займете в жизни достойное положение. 
Чулки;Увидеть во сне чулки означает, что наяву Вы завяжете дружбу с легкомысленными людьми. Для молодой женщины сон, в котором она видит, что ее чулки порваны и изношены, означает, что ее будет осуждать за неправедное поведение. Если же во сне она носит красивые дорогие чулки или колготки, то ее будет сопровождать внимание мужчин, однако ей следует хорошенько задуматься, прежде чем сделать свой выбор. Если во сне женщина видит у себя на ногах белые чулки, то такой сон является предостережением. Ей угрожают горестные разочарования или болезни. 
Цыплята;Если Вам приснилось, что Вы видите целый выводок цыплят, то наяву Вас ожидает масса хлопот, которые, впрочем, могут в итоге принести Вам прибыль. Видеть во сне подросших цыплят символизирует удачные начинания. Однако в любом случае Вам придется приложить немало сил, чтобы добиться успеха. Если во сне Вы видите, как цыплята садятся на насест, то будьте готовы к тому, что в реальной жизни враги вынашивают коварные планы, чтобы навредить Вам. Сон, в котором Вы едите приготовленного цыпленка, означает, что Ваш эгоизм создает Вам проблемы в общении с другими людьми. 
Цирк;Если во сне Вы, как в детстве, с нетерпением ожидаете похода в цирк, то наяву у Вас сохранилась способность радоваться жизни, не взирая ни на какие сложности. Если Вам приснилось, что Вы попали в цирковое закулисье, где все далеко не так красиво, как на арене, то в реальной жизни Вам довелось испытать немало разочарований. Однако Вы все еще надеетесь на лучшее. 
Циновка;Если во сне Вы видите циновку, то Ваши ближайшие перспективы окажутся весьма радужными. Также Вы получите радостные новости от отсутствующих друзей или близких. Если же увиденная Вами циновка старая или рваная, то наяву Вас будут раздражать неприятные события. 
Цифры;Видеть во сне цифры означает, что Вы слишком перенапрягаете свои мозги, вследствие чего можете допустить ошибку. В реальной жизни Вы можете понести большие убытки, если не будете достаточно осторожны в своих поступках и разговорах. 
Цех;Если во сне Вы находитесь в каком-либо цехе или в мастерской, то в реальной жизни Вы сможете преодолеть все возникшие трудности. 
Цинк;Если Вам приснилось, что Вы работаете с цинком или просто видите его, то такой сон предсказывает быстрый прогресс. Вашим делам обеспечено бурное развитие. Если во сне Вы видите цинковую руду, то Вас ожидает огромный успех. 
Церковь;Увидеть во сне церковь - к разочарованиям. Входить в церковь, погруженную во мрак, означает, что наяву Вам придется участвовать в похоронах. Вас ожидают мрачные перспективы. 
Цепи;Видеть во сне цепи означает, что Вас опутывают сети клеветы и сплетен. Если Вам приснилось, что Вы закованы в цепи, то постарайтесь избегать лишних обязанностей, которые попытаются переложить на Ваши плечи. Но если во сне Вам удастся освободиться от цепей, то и наяву Вы сможете избавиться от обременительных обязанностей. Если Вам снится кто-либо из Ваших знакомых закованным в цепи, то это предвещает ему неудачу. 
Цепочка;Если во сне Вы дарите Вашей возлюбленной золотую цепочку, то в реальной жизни у Вас возникнут сомнения в ее верности. Однако все Ваши переживания напрасны. Если Вам приснилось, что цепочка, которую Вы носите на шее, вдруг рассыпалась, то над Вами нависла угроза болезни. Задумайтесь, не пора ли Вам изменить образ жизни. Для молодой женщины сон, в котором она носит цепочку из неблагородного металла, означает, что ее брак будет по любви, однако ей придется терпеть нужду. 
Цветы;Если Вам приснились цветы, распустившиеся в саду, то ждите удовольствий и прибыли. Однако это лишь в том случае, если цветы свежие и яркие. Если же цветы начали вянуть, то Вам грозят разочарования. Белые цветы снятся к грусти. Если молодой женщине приснилось, что она получила букет, составленный из разных цветов, то ей следует ожидать множества поклонников. Сон, в котором цветы распускаются на бесплодной почве, предсказывает, что благодаря своей энергии и уму Вам удастся преодолеть все трудности и добиться успеха. 
Целоваться;Если Вам приснилось, что Вы целуете мать, то такой сон является благоприятным знаком, поскольку предсказывает удачу. Если же Вы целуете брата или сестру - это к хорошим отношениям с друзьями и коллегами. Целовать свою возлюбленную в темноте - к осуждению и сплетням со стороны окружающих, при свете - к достойному поведению с Вашей стороны. Если Вы увидели во сне, что Вашу возлюбленную целует кто-то другой, Вы рискуете потерять ее любовь.  Если молодой женщине снится, что ее возлюбленный целует другую, она должна быть готова к расставанию с ним. Если ей снится, что она целует своего возлюбленного, то это символ сплетен, которые оплетают ее. Если Вам приснилось, что Вы целуете незнакомую женщину, будьте готовы к тому, что жизнь вовлечет Вас в круговорот не слишком приличных связей. Аналогичным предостережением является сон, в котором Вы целуетесь тайком. Это может вызвать серьезные неприятности в семье. Поцеловать во сне своего недруга означает, что в жизни Вы сможете найти пути примирения. Целовать кого-то в шею - символ страсти. 
Цветение;Если во сне Вы видите цветущие деревья и кусты, то ближайшее будущее принесет Вам радость и удовольствия. 
Царапина;Если во сне Вы поцарапали кого-то, то наяву Ваш строптивый нрав будет мешать Вам строить гармоничные отношения с окружающими. Если же поцарапали Вас, то опасайтесь происков врагов. 
Чихать;Если Вам приснилось, что Вы чихаете, то наяву из-за внезапных известий Вам придется изменить свои планы. Если чихают другие люди, то в реальной жизни Вам наскучат визиты непрошеных гостей. 
Чувства;Если во сне Вы испытываете чувство любви, то это может быть символом достатка и благополучия. Испытывать чувство неловкости означает, что наяву Вы рискуете совершить некие противозаконные действия, которые будут преданы огласке. Если во сне Вы почувствовали неприятный запах, то наяву Вам не избежать ссор и разногласий. Если Вы чувствуете себя несчастным, то Вам уготованы потери и неприятности. Чувство позора означает, что Вашей репутации угрожают сплетни, распускаемые Вашими недоброжелателями. Чувство усталости означает, что Вашему здоровью угрожает опасность. 
Чтение;Если Вам приснилось, что Вы читали, то наяву Вы сможете довести до конца начатое дело, каким бы трудным оно ни казалось сначала. Видеть, как читают другие, означает, что Вы умеете выбирать друзей. Сон, в котором Вы обсуждаете прочитанную книгу, означает, что Вам недостает уверенности в себе. 
Чистить;Сон, в котором Вы что-либо чистите, предсказывает нелегкий труд. Чистить щеткой одежду означает, что Вы будете щедро вознаграждены за Ваш тяжкий труд. Чистить фонарь означает, что перед Вами открываются огромные возможности. Если Вам снится, что Вы чистите зубы, то Вам придется бороться за то, чтобы отстоять свои интересы. Если Вам приснилось, что Вы пытаетесь очистить предмет от ржавчины и Вам это не удается, то в ближайшее время у Вас появится серьезный повод для волнения. Благоприятен сон, в котором Вам это удастся. 
Четки;Если во сне Вы покупаете четки, то наяву Вам потребуется помощь посторонних для достижения намеченной Вами цели. Перебирать четки означает, что Вы опасаетесь рисковать, не будучи уверены в удаче. Видеть, как священник перебирает четки, предвещает беду. 
Чесотка;Если во сне Вы избегаете контакта с людьми, страдающими от чесотки, то в реальной жизни на пути к заветной цели Вас постоянно будет преследовать страх неудачи. Если Вам приснилось, что Вы сами болеете чесоткой, то наяву окружающие попытаются использовать Вас для достижения собственных целей. Молодым женщинам после такого сна следует опасаться легкомысленных знакомств. 
Чеснок;Если Вам приснилось, что Вы идете между грядками, на которых посажен чеснок, то вскоре период материальных затруднений закончится. Для молодой женщины такой сон означает, что при выборе мужа она будет руководствоваться, прежде всего, здравым смыслом, а не чувствами. Если во сне Вы едите чеснок, то наяву при принятии решений Вами будет руководить расчет, а не идейные принципы. 
Черт;"Видеть во сне черта - неблагоприятный знак. Крестьянам он предвещает неурожай, падеж скота, а также болезни в семье; спортсменам, охотникам и другим людям, любящим риск, - опасности и травмы. Видеть черта в облике хорошо одетого мужчины, который приглашает Вас в свой дом, является предостережением, поскольку Ваши недруги пытаются навредить Вам, используя самые низкие способы. Женщинам после такого сна следует проявлять повышенную осторожность и не допускать вольностей в общении с мужчинами. Берегитесь контакта с чертом даже во снах. Если Вам снится, что Вас преследуют его чары, то наяву Вы попадете в сети, расставленные для Вас врагами, скрывающимися под личиной друзей. Влюбленному такой сон предсказывает, что распутная женщина заставит его нарушить клятву верности. "
Чертополох;Если во сне Вы идете по пустырю, заросшему чертополохом, то Вам следует быть готовым к тому, что в ближайшем будущем на Вас обрушится целый воз проблем. Однако не отчаивайтесь. Это только кажется, что Вы остались один на один с трудностями. Помощь придет оттуда, откуда Вы и не ждали. Если Вам приснилось, что Вы срезаете побеги чертополоха, чтобы составить букет, то в реальной жизни Вы совершите некий поступок, о котором будете впоследствии весьма сожалеть. 
Черпак;Если во сне Вы видите черпак, то наяву Вам повезет с друзьями и коллегами, а Ваши дети станут для Вас неисчерпаемым источником радости. Если же черпак поломанный или грязный, то Вас ожидают потери. 
Чернила;Если Вам приснилось, что чернила пролились на чью-то одежду, то в реальной жизни завистники причинят Вам множество мелких, но досадных неприятностей. Для молодой женщины сон, в котором она видит чернила, означает, что вокруг ее доброго имени распустят грязные сплетни. Если во сне Вы видите свои пальцы, испачканные чернилами (особенно красными), то в реальной жизни Ваша ревность причинит немало неприятностей не только Вашему возлюбленному, но и непосредственно Вам. Увиденный во сне пузырек с чернилами предупреждает о возможном появлении новых противников. 
Чернильница;Если во сне Вы увидели пустую чернильницу, то наяву Вам придется приложить усилия, чтобы доказать свою непричастность к совершению проступка. Видеть чернильницу, наполненную чернилами, означает, что Вам следует быть предельно осторожным, чтобы не допустить исполнения коварных замыслов врагов. 
Черная;Если во сне Вы видите черные кудрявые волосы, то это является символом флирта и соблазна. Если они снятся молодой женщине, то она может стать жертвой любовной интриги. Если же мужчине приснилось, что у него такая шевелюра, то он сведет с ума немало женщин. Если Вы видите во сне себя и других в черных одеяниях, то будьте готовы к ссорам, разочарованиям и проискам конкурентов. Если молодой женщине снится, что она видит себя в прозрачных черных одеяниях, то это признак печали и разочарования. Сон, в котором Вы видите своих родителей, одетыми в черное, означает, что Вас ждут серьезные разочарования. Увидеть письмо с черной каймой - предвещает беды и несчастья с кем-то из близких. Если Вам приснилось, что Вы получили письмо, написанное на черной бумаге белыми чернилами, то от горьких разочарований Вас спасет только поддержка друзей. Черный лебедь символизирует стремление вкусить плодов запретного дерева. Черные перья снятся к разочарованиям и неудачам в любви. Сон, в котором Вы мелете черный перец, означает, что Вам необходимо быть предельно осторожным, чтобы не попасть в расставленные врагами сетиЕсли во сне Вы пишите или рисуете мелом на черной доске, то Вам не приходится рассчитывать на удачу. 
Черепаха;Увидеть во сне черепаху означает, что некая неординарная ситуация коренным образом изменит Вашу жизнь к лучшему. Если во сне Вы едите черепаховый суп, то наяву Вы найдете удовольствие в рискованных интригах. 
Чердак;Если во сне Вы забираетесь на чердак, то наяву Вы слишком часто отталкиваетесь от теоретических основ, не подкрепленных практикой. Увиденный во сне чердак является благоприятным знаком для бедных людей, так как он сулит им скорое обогащение. 
Черви;Видеть во сне червей означает, что Вас подстерегают интриги корыстных знакомых. Для молодой женщины сон, в котором по ней ползают черви, означает, что она стремится достичь лишь материального благосостояния. Если же она сбрасывает их с себя или убивает, то ее разочарует материальная сторона жизни и всю энергию она сосредоточит на достижении нравственных и духовных ценностей. Ловить рыбу на червей означает, что Вам придется напрячь все усилия, проявить смекалку и изобретательность, чтобы происки Ваших врагов не причинили Вам весомого вреда. 
Череп;Если Вам приснился ухмыляющийся череп, то Вам не избежать семейных конфликтов. Если во сне Вы берете череп в руки, то после такого сна за что бы Вы ни взялись, все будет валиться у Вас из рук. Сон, в котором Вы видите череп друга, означает, что Ваша дружба разобьется об его зависть. Видеть собственный череп - к раскаянию. 
Чемпион;Если во сне Вы видите чемпиона, то наяву своими высокими моральными принципами и глубоко нравственным поведением Вы заслужите любовь достойного человека. 
Челюсти;Если во сне Вы видите некрасивые челюсти, то в Ваших отношениях с друзьями возникнет трещина. Если Вам приснилось, что Вы стали жертвой дикого животного и угодили к нему в челюсти, то Вам следует быть готовым к тому, что происки врагов могут разрушить Ваше счастье. Сон, в котором Вы ощущаете, что Ваши челюсти свело, предупреждает Вас об опасности, которая угрожает Вашему здоровью. 
Чемодан;Видеть во сне чемодан - к дальним поездкам. Собирать чемодан - к скорому приятному путешествию. Если Вам приснился чемодан, все вещи из которого выброшены и в беспорядке раскиданы, то Вам следует отказаться от намеченного путешествия. Также старайтесь избегать ссор. Пустые чемоданы, как правило, снятся к разочарованиям в любви и семейной жизни. Для человека, занимающегося коммерцией, увидеть во сне, что он проверяет содержимое своего чемодана, означает, что при разумном ведении дел ему будет сопутствовать успех. Также благоприятен сон, в котором он обнаруживает, что все вещи в чемодан не входят, так как это сулит расширение бизнеса. 
Часы;Сон, в котором Вы видите часы, предсказывает, что благодаря кропотливому труду и тщательной продуманности Ваших действий Вы сможете добиться благосостояния. Разбить часы означает, что Вам грозят потери и беды. Разбить стекло в часах означает мимолетные знакомства. Потерять часы означает для женщины, что ее подстерегают домашние проблемы. Украсть часы означает, что Вашей репутации угрожают недоброжелатели. Дарить часы означает, что Ваши интересы пострадают из-за вашей неосмотрительности и склонности к сомнительным удовольствиям. Смотреть на часы означает, что Вам угрожают враги. Слышать во сне бой часов означает получение неприятных новостей. 
Часовой;Если во сне Вы видите часового, то наяву у Вас появятся влиятельные покровители, что придаст Вам уверенность. 
Часовня;Если во сне Вы видите часовню, то наяву Вам следует быть готовым к недоразумениям и разногласиям, которые возникнут вокруг Вас. Если Вам приснилось, что Вы находитесь в часовне, то Вас ожидают разочарования и перемены в делах. Для молодых людей сон, в котором они входят в часовню, означает, что в реальной жизни у них появятся враги, а любовь принесет разочарование. 
Чайник;Если Вам приснился чайник, то Вам следует быть готовым к тому, что в ближайшем будущем Вы будете просто завалены работой. Закипающий чайник означает окончание борьбы и начало периода процветания. Разбитый чайник символизирует неудачу. Для молодой женщины сон, в котором она льет из чайника холодную прозрачную воду, означает, что ее ожидает благосклонность некоего влиятельного человека. Сон, в котором молодая девушка видит потемневший от заварки чайник, означает, что ее ожидает неудачное замужество. Светлый же чайник обещает достойного мужа и жизнь без хлопот. 
Чай;Сон, в котором Вы завариваете чай, означает, что в реальной жизни Вы рискуете совершить некий неблаговидный поступок, о котором будете в дальнейшем горько сожалеть. Если во сне Вы видите осадок в своей кружке с чаем, то наяву Вам будет трудно справиться с любовными разочарованиями. Если Вам приснилось, что Вы хотите утолить свою жажду горячим чаем, то ждите незваных гостей. Пить чай в теплой компании означает, что на данном этапе Вы ищите не светских удовольствий, а отношений с близкими Вам по духу людьми. Пролить чай означает, что Вас ожидают домашние хлопоты. Обнаружить коробочку для чая пустой означает, что за Вашей спиной кто-то распускает о Вас сплетни. 
Чайка;Если Вам приснились чайки, то наяву у Вас завяжутся знакомства с людьми, недостойными Вашего внимания. Увиденные во сне мертвые чайки предвещают долгую разлуку с близкими. 
Хрусталь;Сон, в котором Вы видите изделия из хрусталя, - неблагоприятный знак. Подобный сон предсказывает упадок во всех областях Вашей жизни. После такого сна возможны стихийные бедствия, которые нанесут большой урон городу или стране. Для женщины увидеть во сне зал, в котором много хрусталя, означает, что ее ожидают тяжелые разочарования в тех, кого она боготворила. 
Хризантема;Если во сне Вы срезаете белые хризантемы, то наяву Вам не избежать потерь и разочарований. Разноцветные хризантемы сулят радостные события. Видеть во сне букет хризантем является символом того, что к Вам придет любовь, но из-за собственной глупости Вы ее упустите. Сон, в котором Вы бредете по саду с желтыми и белыми хризантемами, означает, что новые обстоятельства Вашей жизни придадут Вам новые силы для деятельности. 
Хромота;Если Вам приснилось, что Вы хромаете, то Ваша радость будет омрачена заботами и беспокойствами, которые выпадут на Вашу долю. Если во сне Вы видите, что хромают другие люди, то в реальной жизни Вас очень обидит поведение Вашего друга. Кроме того, досадные мелочи будут отравлять Вам жизнь. Для женщины сон, в котором она видит хромающих людей, означает, что наяву ее надеждам не суждено сбыться, а удовольствия не принесут ожидаемой радости. 
Храм;Видеть во сне храм - неблагоприятный знак. Если во сне Вы испытываете острое желание посетить храм, то наяву Вы испытываете необходимость в поддержке со стороны. Вам не хватает уверенности в правильности совершаемых Вами поступков. Если Вам приснилось, что Вы ставите в храме свечу, обращаясь при этом к Богу с какой-либо молитвой, то наяву Вы чувствуете свою вину за некоторые прегрешения перед близкими. Сон, в котором Вы издалека смотрите на храм и не решаетесь войти, означает, что над Вами нависла угроза какой-либо болезни. 
Хрен;Если во сне Вы видите хрен, то Вам предстоит приятное общение с умными и близкими по духу людьми. Также этот сон предвещает удачу. Для молодой женщины подобный сон сулит улучшение ее положения в обществе. Если Вам приснилось, что Вы едите хрен, то Вы рискуете стать объектом насмешек, которые, впрочем, будут незлыми. 
Хот-дог;Если во сне Вы едите хот-дог, то в реальной жизни Вы не отличаетесь особой привередливостью, предпочитая практичность. Если Вам приснилось, что Вы с отвращением смотрите на хот-дог, то наяву Вас ожидают проблемы в общении с окружающими, связанные с Вашей повышенной требовательностью. Сон, в котором Вы торгуете хот-догами, предупреждает Вас о том, что Ваша расточительность может послужить причиной обострения отношений в семье. 
Хор;Если во сне Вы видите хор, то наяву черная полоса наконец-то сменится полосой радостей и веселья. Для молодой женщины сон, в котором она поет в хоре, означает, что ее возлюбленный будет давать ей слишком много поводов для ревности. 
Хоровод;Если во сне Вы видите, как девушки в народных костюмах водят хоровод, то в реальной жизни Вы никак не можете принять решение относительно дальнейших отношений с подругой или другом. Если Вам приснилось, что хоровод водят вокруг Вас и Вы не можете выйти из этого круга, то наяву Вы ощущаете свою беспомощность. 
Холостяк;Сон, в котором мужчина видит себя холостяком, предупреждает его о необходимости быть осторожным в общении с женщинами. Если холостяк приснился женщине, то ее любовь будет омрачена некими обстоятельствами. 
Холод;Если во сне Вы ощущаете холод, то наяву Вы должны проявлять предельную бдительность, чтобы не допустить вмешательства недоброжелателей в Ваши дела. Также следите за здоровьем. 
Холодильник;Сон, в котором Вы видите холодильник, означает, что порой Вам следует поступиться своими интересами ради близких, так как Ваш эгоизм создает массу проблем для других людей. Помещать лед в холодильник - знак неудачи. 
Холм;Сон, в котором Вы поднимаетесь на вершину холма, означает, что наяву Вы сможете добиться намеченной цели. Однако если Вы, не добравшись до вершины, начинаете скатываться вниз, то в реальной жизни исполнению Ваших планов будут мешать людская зависть и корысть. 
Ходьба;Сон, в котором Вы пробираетесь по тропинке через колючие заросли, означает, что Вас ожидают неприятности в делах и конфликты в семье. Если Вам приснилось, что Вы с удовольствием шагаете по бескрайним просторам, то наяву у Вас есть все шансы стать хозяином своей судьбы. Если во сне Вы идете по ночным улицам, то в реальной жизни Вам придется приложить немало усилий, чтобы отстоять свое место под солнцем. Для женщины сон, в котором она быстро и без оглядки идет вперед, означает, что вскоре ей достанется крупное наследство и она сможет осуществить свои мечты. 
